RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,TxPower,xRegression,yRegression
77,77,80,70,77,69,-6,2.25,3.75
72,72,78,70,77,72,-6,2.25,3.75
72,72,83,69,79,69,-6,2.25,3.75
75,71,85,69,79,71,-6,2.25,3.75
70,72,82,73,79,71,-6,2.25,3.75
70,72,81,69,70,71,-6,2.25,3.75
70,72,85,69,70,71,-6,2.25,3.75
70,77,86,69,74,71,-6,2.25,3.75
73,73,86,69,74,71,-6,2.25,3.75
73,73,80,71,74,70,-6,2.25,3.75
73,72,83,73,78,70,-6,2.25,3.75
73,77,82,70,78,71,-6,2.25,3.75
71,71,82,70,78,71,-6,2.25,3.75
71,71,82,73,78,71,-6,2.25,3.75
72,78,84,70,76,71,-6,2.25,3.75
74,74,84,73,74,71,-6,2.25,3.75
76,77,84,74,76,71,-6,2.25,3.75
76,74,84,71,72,71,-6,2.25,3.75
72,74,89,70,76,72,-6,2.25,3.75
74,72,80,70,75,72,-6,2.25,3.75
72,72,81,70,76,72,-6,2.25,3.75
72,71,81,70,76,69,-6,2.25,3.75
72,78,83,69,77,69,-6,2.25,3.75
73,74,82,69,72,72,-6,2.25,3.75
73,77,82,69,72,72,-6,2.25,3.75
74,77,82,69,79,72,-6,2.25,3.75
73,77,84,69,77,72,-6,2.25,3.75
75,77,86,73,74,72,-6,2.25,3.75
71,72,82,74,73,72,-6,2.25,3.75
73,78,83,74,80,72,-6,2.25,3.75
73,78,83,69,80,71,-6,2.25,3.75
72,78,81,69,71,72,-6,2.25,3.75
71,72,81,71,75,72,-6,2.25,3.75
72,72,81,69,77,72,-6,2.25,3.75
72,73,85,70,79,68,-6,2.25,3.75
72,73,85,70,79,68,-6,2.25,3.75
74,78,85,70,78,74,-6,2.25,3.75
73,73,81,70,78,69,-6,2.25,3.75
73,79,81,71,74,69,-6,2.25,3.75
72,80,84,74,74,72,-6,2.25,3.75
73,80,81,75,74,72,-6,2.25,3.75
73,74,83,74,74,72,-6,2.25,3.75
71,74,81,74,78,74,-6,2.25,3.75
75,79,81,74,77,69,-6,2.25,3.75
73,79,80,74,77,69,-6,2.25,3.75
73,79,84,74,77,69,-6,2.25,3.75
77,200,77,200,200,200,-6,3.75,0.75
77,200,77,200,200,83,-6,3.75,0.75
77,200,85,80,78,83,-6,3.75,0.75
78,78,85,80,82,83,-6,3.75,0.75
78,78,85,80,82,83,-6,3.75,0.75
80,78,85,80,82,83,-6,3.75,0.75
80,77,85,80,82,83,-6,3.75,0.75
80,77,78,80,82,83,-6,3.75,0.75
80,77,78,80,82,83,-6,3.75,0.75
80,77,79,80,82,83,-6,3.75,0.75
80,77,79,80,82,83,-6,3.75,0.75
79,77,86,80,84,73,-6,3.75,0.75
79,77,86,81,84,83,-6,3.75,0.75
82,77,86,86,84,83,-6,3.75,0.75
82,77,78,86,84,83,-6,3.75,0.75
82,78,78,86,84,74,-6,3.75,0.75
82,78,78,80,84,74,-6,3.75,0.75
82,78,78,80,84,74,-6,3.75,0.75
82,78,78,80,84,74,-6,3.75,0.75
82,78,78,80,84,74,-6,3.75,0.75
82,77,77,79,91,76,-6,3.75,0.75
78,77,75,81,91,76,-6,3.75,0.75
78,77,75,81,91,76,-6,3.75,0.75
81,77,75,80,78,72,-6,3.75,0.75
81,73,75,80,92,73,-6,3.75,0.75
80,73,86,84,77,74,-6,3.75,0.75
80,76,86,84,77,77,-6,3.75,0.75
80,76,86,86,77,77,-6,3.75,0.75
76,78,86,86,77,77,-6,3.75,0.75
76,78,86,87,77,77,-6,3.75,0.75
76,73,86,85,84,81,-6,3.75,0.75
78,73,86,85,81,73,-6,3.75,0.75
78,73,86,87,80,73,-6,3.75,0.75
78,73,77,81,80,71,-6,3.75,0.75
78,72,77,87,89,71,-6,3.75,0.75
78,72,77,80,89,71,-6,3.75,0.75
77,72,85,88,77,71,-6,3.75,0.75
81,74,85,82,80,72,-6,3.75,0.75
76,74,78,79,80,73,-6,3.75,0.75
76,78,74,87,90,73,-6,3.75,0.75
81,78,78,80,87,73,-6,3.75,0.75
78,74,75,86,87,73,-6,3.75,0.75
80,74,75,86,87,74,-6,3.75,0.75
80,75,75,80,87,73,-6,3.75,0.75
79,75,77,80,81,73,-6,3.75,0.75
78,75,77,87,80,73,-6,3.75,0.75
78,75,77,87,76,74,-6,3.75,0.75
83,77,75,87,77,74,-6,3.75,0.75
83,73,75,87,77,73,-6,3.75,0.75
83,75,85,80,89,73,-6,3.75,0.75
76,75,75,80,77,73,-6,3.75,0.75
78,76,83,80,77,74,-6,3.75,0.75
78,76,75,87,89,74,-6,3.75,0.75
77,76,85,87,89,74,-6,3.75,0.75
81,77,85,82,80,74,-6,3.75,0.75
81,77,84,82,80,74,-6,3.75,0.75
83,75,74,82,80,77,-6,3.75,0.75
81,77,75,80,75,77,-6,3.75,0.75
81,79,75,87,75,77,-6,3.75,0.75
75,79,75,86,77,72,-6,3.75,0.75
75,74,86,85,77,73,-6,3.75,0.75
79,75,74,86,80,73,-6,3.75,0.75
74,77,74,86,80,73,-6,3.75,0.75
74,76,77,86,89,71,-6,3.75,0.75
74,76,84,86,81,71,-6,3.75,0.75
76,76,78,88,81,74,-6,3.75,0.75
76,78,79,88,76,74,-6,3.75,0.75
79,78,84,88,83,74,-6,3.75,0.75
83,76,84,88,75,75,-6,3.75,0.75
76,73,89,86,81,75,-6,3.75,0.75
76,74,84,80,80,74,-6,3.75,0.75
76,84,84,79,80,82,-6,3.75,0.75
81,74,84,80,80,80,-6,3.75,0.75
76,74,75,80,78,78,-6,3.75,0.75
78,76,79,80,81,78,-6,3.75,0.75
76,76,85,80,77,76,-6,3.75,0.75
82,75,75,87,82,75,-6,3.75,0.75
78,78,75,88,78,81,-6,3.75,0.75
80,78,77,88,78,75,-6,3.75,0.75
80,78,77,81,78,75,-6,3.75,0.75
78,74,75,81,77,77,-6,3.75,0.75
81,77,75,81,77,77,-6,3.75,0.75
80,77,75,83,78,77,-6,3.75,0.75
80,74,78,83,78,77,-6,3.75,0.75
80,74,76,83,77,77,-6,3.75,0.75
80,74,75,83,77,81,-6,3.75,0.75
81,77,75,79,77,81,-6,3.75,0.75
77,77,84,79,78,73,-6,3.75,0.75
77,74,78,87,75,75,-6,3.75,0.75
75,74,78,87,78,75,-6,3.75,0.75
75,76,84,88,78,77,-6,3.75,0.75
75,76,84,88,77,77,-6,3.75,0.75
75,76,87,82,78,77,-6,3.75,0.75
75,77,87,89,76,81,-6,3.75,0.75
81,77,79,89,81,73,-6,3.75,0.75
75,78,83,89,81,76,-6,3.75,0.75
82,77,82,82,77,76,-6,3.75,0.75
82,83,76,82,88,76,-6,3.75,0.75
79,83,75,79,77,74,-6,3.75,0.75
77,76,88,79,77,74,-6,3.75,0.75
77,76,78,79,88,77,-6,3.75,0.75
76,77,78,79,82,80,-6,3.75,0.75
76,74,84,85,82,78,-6,3.75,0.75
76,74,78,85,81,78,-6,3.75,0.75
76,77,78,86,81,78,-6,3.75,0.75
83,77,78,86,81,71,-6,3.75,0.75
75,77,78,86,81,71,-6,3.75,0.75
75,79,75,83,81,72,-6,3.75,0.75
75,79,75,81,84,72,-6,3.75,0.75
81,78,75,79,77,72,-6,3.75,0.75
81,77,78,81,81,78,-6,3.75,0.75
87,77,74,84,81,78,-6,3.75,0.75
78,77,78,85,89,77,-6,3.75,0.75
78,74,86,85,78,77,-6,3.75,0.75
78,74,84,86,82,77,-6,3.75,0.75
80,74,85,86,77,74,-6,3.75,0.75
80,76,86,81,78,75,-6,3.75,0.75
78,76,75,84,82,75,-6,3.75,0.75
75,76,75,84,83,80,-6,3.75,0.75
75,76,85,81,78,80,-6,3.75,0.75
75,76,85,81,82,80,-6,3.75,0.75
75,73,85,81,93,76,-6,3.75,0.75
78,73,85,83,93,76,-6,3.75,0.75
79,76,85,83,93,73,-6,3.75,0.75
77,73,74,82,93,78,-6,3.75,0.75
77,77,74,82,93,73,-6,3.75,0.75
78,77,78,80,89,85,-6,3.75,0.75
82,73,74,80,89,85,-6,3.75,0.75
82,73,83,82,86,79,-6,3.75,0.75
82,76,83,81,77,75,-6,3.75,0.75
79,76,83,86,77,74,-6,3.75,0.75
79,77,85,81,88,74,-6,3.75,0.75
79,76,75,81,88,77,-6,3.75,0.75
80,77,75,81,90,74,-6,3.75,0.75
82,77,78,81,90,73,-6,3.75,0.75
82,77,78,82,89,77,-6,3.75,0.75
76,76,79,82,89,73,-6,3.75,0.75
77,76,79,87,89,73,-6,3.75,0.75
83,76,78,80,76,73,-6,3.75,0.75
76,74,78,87,85,73,-6,3.75,0.75
76,77,78,85,85,85,-6,3.75,0.75
76,73,75,85,87,85,-6,3.75,0.75
76,77,77,85,91,74,-6,3.75,0.75
78,77,77,85,89,74,-6,3.75,0.75
77,81,84,85,81,74,-6,3.75,0.75
80,81,84,85,80,78,-6,3.75,0.75
78,76,74,84,81,72,-6,3.75,0.75
78,76,74,80,77,80,-6,3.75,0.75
78,76,74,81,89,76,-6,3.75,0.75
78,75,77,81,88,76,-6,3.75,0.75
78,75,77,81,88,76,-6,3.75,0.75
75,76,78,81,90,76,-6,3.75,0.75
77,79,78,81,89,75,-6,3.75,0.75
77,79,78,79,90,75,-6,3.75,0.75
77,79,75,79,90,79,-6,3.75,0.75
77,77,86,86,77,75,-6,3.75,0.75
79,77,79,86,77,73,-6,3.75,0.75
83,76,77,86,77,74,-6,3.75,0.75
83,76,77,81,77,74,-6,3.75,0.75
80,76,77,79,77,73,-6,3.75,0.75
80,75,79,80,77,73,-6,3.75,0.75
79,73,79,80,80,71,-6,3.75,0.75
80,77,85,80,77,76,-6,3.75,0.75
80,77,85,80,77,76,-6,3.75,0.75
81,76,85,82,77,75,-6,3.75,0.75
81,76,75,86,90,72,-6,3.75,0.75
81,80,75,79,80,72,-6,3.75,0.75
81,80,77,79,89,72,-6,3.75,0.75
80,79,77,87,75,75,-6,3.75,0.75
80,76,84,86,81,75,-6,3.75,0.75
79,75,84,85,81,82,-6,3.75,0.75
79,76,83,80,78,82,-6,3.75,0.75
79,76,85,79,78,73,-6,3.75,0.75
79,76,85,79,89,80,-6,3.75,0.75
77,76,85,86,89,78,-6,3.75,0.75
77,77,85,86,91,78,-6,3.75,0.75
77,76,85,85,77,73,-6,3.75,0.75
79,76,78,85,77,73,-6,3.75,0.75
79,76,78,85,77,74,-6,3.75,0.75
79,76,83,83,77,74,-6,3.75,0.75
79,78,75,83,77,74,-6,3.75,0.75
79,78,84,80,77,74,-6,3.75,0.75
84,78,84,80,77,74,-6,3.75,0.75
84,78,84,88,80,74,-6,3.75,0.75
79,74,84,88,80,77,-6,3.75,0.75
83,74,78,87,77,77,-6,3.75,0.75
83,77,78,87,93,74,-6,3.75,0.75
80,77,76,81,93,80,-6,3.75,0.75
80,74,75,84,93,75,-6,3.75,0.75
80,74,83,80,89,75,-6,3.75,0.75
80,74,83,82,77,75,-6,3.75,0.75
80,77,85,85,77,77,-6,3.75,0.75
81,78,76,85,77,74,-6,3.75,0.75
82,78,75,85,82,75,-6,3.75,0.75
81,74,77,86,78,75,-6,3.75,0.75
81,74,77,86,78,82,-6,3.75,0.75
77,79,75,86,77,74,-6,3.75,0.75
77,78,75,79,77,82,-6,3.75,0.75
81,78,75,79,77,73,-6,3.75,0.75
78,78,74,79,76,79,-6,3.75,0.75
78,77,85,79,76,73,-6,3.75,0.75
78,72,85,81,80,78,-6,3.75,0.75
78,72,79,87,78,78,-6,3.75,0.75
79,72,79,86,80,78,-6,3.75,0.75
81,80,79,88,80,72,-6,3.75,0.75
81,80,85,87,76,77,-6,3.75,0.75
81,77,74,84,76,77,-6,3.75,0.75
82,77,74,79,88,77,-6,3.75,0.75
82,79,75,87,88,75,-6,3.75,0.75
83,78,77,87,81,75,-6,3.75,0.75
78,78,77,87,80,75,-6,3.75,0.75
78,76,77,87,80,75,-6,3.75,0.75
78,76,74,83,80,74,-6,3.75,0.75
79,75,75,83,77,73,-6,3.75,0.75
79,78,76,83,77,74,-6,3.75,0.75
79,74,76,83,80,74,-6,3.75,0.75
80,74,78,89,80,74,-6,3.75,0.75
80,74,79,84,76,81,-6,3.75,0.75
78,79,75,84,89,74,-6,3.75,0.75
78,77,86,89,89,75,-6,3.75,0.75
78,77,86,88,78,78,-6,3.75,0.75
82,77,77,79,78,73,-6,3.75,0.75
82,77,75,87,76,73,-6,3.75,0.75
77,76,75,81,77,73,-6,3.75,0.75
77,78,75,86,78,78,-6,3.75,0.75
78,78,84,87,78,72,-6,3.75,0.75
81,78,75,85,78,72,-6,3.75,0.75
81,78,75,85,78,73,-6,3.75,0.75
81,78,76,85,79,73,-6,3.75,0.75
79,75,89,89,80,73,-6,3.75,0.75
79,73,89,89,76,73,-6,3.75,0.75
79,73,89,89,77,74,-6,3.75,0.75
78,73,89,84,77,74,-6,3.75,0.75
78,73,89,84,77,72,-6,3.75,0.75
78,77,75,84,76,72,-6,3.75,0.75
78,78,75,81,82,79,-6,3.75,0.75
77,76,77,81,77,72,-6,3.75,0.75
77,76,78,85,78,72,-6,3.75,0.75
84,76,85,79,78,72,-6,3.75,0.75
78,73,85,84,81,72,-6,3.75,0.75
78,77,78,79,78,72,-6,3.75,0.75
78,77,76,79,82,76,-6,3.75,0.75
82,77,75,79,79,76,-6,3.75,0.75
81,77,86,79,79,75,-6,3.75,0.75
83,77,86,80,79,74,-6,3.75,0.75
76,73,78,80,78,74,-6,3.75,0.75
76,73,79,81,80,75,-6,3.75,0.75
77,77,74,90,84,73,-6,3.75,0.75
79,78,74,81,78,79,-6,3.75,0.75
78,78,74,81,78,78,-6,3.75,0.75
83,76,80,86,89,78,-6,3.75,0.75
79,76,86,86,89,78,-6,3.75,0.75
77,76,87,86,89,75,-6,3.75,0.75
77,75,77,86,81,77,-6,3.75,0.75
85,75,77,86,77,77,-6,3.75,0.75
85,75,77,82,79,77,-6,3.75,0.75
85,75,77,82,79,80,-6,3.75,0.75
82,75,76,82,77,75,-6,3.75,0.75
81,77,76,82,77,79,-6,3.75,0.75
81,75,76,87,77,79,-6,3.75,0.75
80,75,84,87,77,79,-6,3.75,0.75
82,78,83,86,76,79,-6,3.75,0.75
82,76,74,86,77,77,-6,3.75,0.75
81,76,77,84,82,77,-6,3.75,0.75
81,76,77,81,82,80,-6,3.75,0.75
80,76,77,81,82,80,-6,3.75,0.75
80,75,78,85,77,80,-6,3.75,0.75
79,78,75,81,77,80,-6,3.75,0.75
79,78,78,81,84,74,-6,3.75,0.75
81,76,75,81,84,74,-6,3.75,0.75
81,77,75,79,84,77,-6,3.75,0.75
79,77,79,79,81,77,-6,3.75,0.75
79,77,76,83,80,75,-6,3.75,0.75
79,77,75,86,80,75,-6,3.75,0.75
79,79,75,86,77,79,-6,3.75,0.75
78,78,77,85,76,79,-6,3.75,0.75
78,74,77,85,86,79,-6,3.75,0.75
81,75,77,85,78,79,-6,3.75,0.75
81,75,85,86,76,76,-6,3.75,0.75
81,77,85,86,76,76,-6,3.75,0.75
81,77,80,86,88,76,-6,3.75,0.75
76,75,85,86,88,81,-6,3.75,0.75
76,79,85,86,82,81,-6,3.75,0.75
76,79,83,80,82,81,-6,3.75,0.75
76,79,83,80,81,76,-6,3.75,0.75
78,74,83,80,79,76,-6,3.75,0.75
78,77,83,86,79,81,-6,3.75,0.75
77,77,75,79,86,79,-6,3.75,0.75
77,79,84,86,86,79,-6,3.75,0.75
77,79,77,80,77,79,-6,3.75,0.75
76,77,77,80,77,74,-6,3.75,0.75
79,74,78,81,77,79,-6,3.75,0.75
78,73,77,81,82,75,-6,3.75,0.75
76,73,77,86,79,79,-6,3.75,0.75
77,73,83,86,79,73,-6,3.75,0.75
77,73,83,80,81,73,-6,3.75,0.75
77,73,75,87,81,71,-6,3.75,0.75
76,73,83,87,78,81,-6,3.75,0.75
81,73,75,87,79,81,-6,3.75,0.75
76,74,86,80,77,82,-6,3.75,0.75
82,76,82,80,87,82,-6,3.75,0.75
80,76,82,86,79,82,-6,3.75,0.75
80,78,78,81,89,84,-6,3.75,0.75
81,76,83,81,80,84,-6,3.75,0.75
81,76,78,81,80,75,-6,3.75,0.75
80,76,84,81,80,72,-6,3.75,0.75
82,76,84,81,80,78,-6,3.75,0.75
82,73,84,80,76,79,-6,3.75,0.75
75,75,77,80,79,72,-6,3.75,0.75
75,73,75,80,79,72,-6,3.75,0.75
78,73,75,80,93,72,-6,3.75,0.75
76,77,75,80,76,83,-6,3.75,0.75
78,78,85,80,76,73,-6,3.75,0.75
77,78,85,82,76,73,-6,3.75,0.75
77,78,85,80,76,73,-6,3.75,0.75
81,79,84,85,76,74,-6,3.75,0.75
75,79,84,85,76,73,-6,3.75,0.75
78,77,79,85,75,73,-6,3.75,0.75
78,77,76,85,88,75,-6,3.75,0.75
76,76,76,85,77,75,-6,3.75,0.75
76,76,87,86,81,83,-6,3.75,0.75
79,75,87,85,76,83,-6,3.75,0.75
77,77,85,85,76,74,-6,3.75,0.75
73,77,74,82,76,75,-6,3.75,0.75
73,73,74,84,76,73,-6,3.75,0.75
76,73,75,81,79,73,-6,3.75,0.75
80,77,78,81,78,79,-6,3.75,0.75
80,76,77,82,78,79,-6,3.75,0.75
80,76,75,88,79,76,-6,3.75,0.75
80,78,85,88,80,83,-6,3.75,0.75
80,78,77,82,90,73,-6,3.75,0.75
79,77,75,82,80,72,-6,3.75,0.75
76,76,75,82,80,72,-6,3.75,0.75
76,76,78,93,80,74,-6,3.75,0.75
77,78,78,88,90,74,-6,3.75,0.75
77,78,75,82,82,79,-6,3.75,0.75
77,78,75,82,82,79,-6,3.75,0.75
77,74,83,82,80,78,-6,3.75,0.75
77,77,75,82,78,78,-6,3.75,0.75
81,73,75,82,81,75,-6,3.75,0.75
81,78,75,81,81,75,-6,3.75,0.75
81,79,84,85,77,73,-6,3.75,0.75
81,79,84,82,83,73,-6,3.75,0.75
78,79,84,88,83,70,-6,3.75,0.75
83,79,75,88,83,70,-6,3.75,0.75
78,79,85,88,78,74,-6,3.75,0.75
80,76,78,88,77,74,-6,3.75,0.75
80,76,78,88,77,74,-6,3.75,0.75
80,76,78,80,77,74,-6,3.75,0.75
75,77,79,88,77,82,-6,3.75,0.75
78,78,75,79,82,77,-6,3.75,0.75
78,78,84,87,78,77,-6,3.75,0.75
76,73,83,80,78,80,-6,3.75,0.75
76,76,83,84,77,74,-6,3.75,0.75
76,75,78,83,78,74,-6,3.75,0.75
76,73,75,80,77,74,-6,3.75,0.75
83,77,78,80,75,74,-6,3.75,0.75
80,77,78,80,75,72,-6,3.75,0.75
78,76,75,80,78,82,-6,3.75,0.75
82,84,77,80,89,82,-6,3.75,0.75
82,75,77,83,82,73,-6,3.75,0.75
82,79,83,83,80,73,-6,3.75,0.75
80,79,77,80,80,73,-6,3.75,0.75
76,79,77,80,76,79,-6,3.75,0.75
76,79,87,87,81,75,-6,3.75,0.75
75,76,80,87,200,76,-6,3.75,2.25
71,76,76,77,78,86,-6,3.75,2.25
76,76,76,86,79,79,-6,3.75,2.25
83,82,76,79,79,79,-6,3.75,2.25
73,76,82,80,83,84,-6,3.75,2.25
73,80,80,86,74,84,-6,3.75,2.25
70,80,80,83,77,81,-6,3.75,2.25
70,78,85,80,77,79,-6,3.75,2.25
67,78,78,77,77,76,-6,3.75,2.25
67,78,78,75,76,76,-6,3.75,2.25
68,78,78,75,76,76,-6,3.75,2.25
68,83,78,78,81,76,-6,3.75,2.25
70,78,78,78,84,76,-6,3.75,2.25
70,78,78,79,77,75,-6,3.75,2.25
70,78,83,78,79,76,-6,3.75,2.25
74,86,78,78,79,75,-6,3.75,2.25
75,78,76,79,78,81,-6,3.75,2.25
76,78,85,79,77,81,-6,3.75,2.25
73,78,76,81,79,75,-6,3.75,2.25
78,79,77,81,77,73,-6,3.75,2.25
78,81,77,81,77,73,-6,3.75,2.25
74,81,77,81,77,73,-6,3.75,2.25
79,81,85,76,80,83,-6,3.75,2.25
79,83,85,76,78,73,-6,3.75,2.25
79,83,78,77,77,73,-6,3.75,2.25
79,83,84,76,77,73,-6,3.75,2.25
79,89,84,76,79,78,-6,3.75,2.25
73,89,83,84,76,75,-6,3.75,2.25
73,79,77,80,78,74,-6,3.75,2.25
73,79,77,81,78,74,-6,3.75,2.25
77,79,77,76,75,74,-6,3.75,2.25
77,85,84,76,76,74,-6,3.75,2.25
72,84,84,82,76,74,-6,3.75,2.25
72,84,77,82,78,74,-6,3.75,2.25
75,85,84,79,78,72,-6,3.75,2.25
77,85,84,80,77,72,-6,3.75,2.25
77,79,77,76,77,72,-6,3.75,2.25
77,78,76,76,80,72,-6,3.75,2.25
75,86,84,79,78,76,-6,3.75,2.25
75,86,85,79,78,75,-6,3.75,2.25
70,79,83,79,76,74,-6,3.75,2.25
80,89,86,79,76,74,-6,3.75,2.25
71,89,85,79,76,74,-6,3.75,2.25
81,84,85,79,80,74,-6,3.75,2.25
81,78,78,76,80,73,-6,3.75,2.25
76,78,77,76,78,77,-6,3.75,2.25
76,84,76,76,76,77,-6,3.75,2.25
69,89,76,76,81,83,-6,3.75,2.25
73,84,85,76,81,75,-6,3.75,2.25
73,86,85,76,77,75,-6,3.75,2.25
73,86,77,76,80,83,-6,3.75,2.25
73,86,77,76,79,75,-6,3.75,2.25
69,90,77,79,79,79,-6,3.75,2.25
69,89,83,79,79,77,-6,3.75,2.25
76,79,83,78,80,77,-6,3.75,2.25
76,79,77,78,79,77,-6,3.75,2.25
79,79,77,78,77,79,-6,3.75,2.25
70,79,77,76,77,72,-6,3.75,2.25
70,79,78,76,77,74,-6,3.75,2.25
70,89,78,77,78,74,-6,3.75,2.25
70,89,78,77,78,74,-6,3.75,2.25
72,89,78,80,78,74,-6,3.75,2.25
72,79,78,80,77,74,-6,3.75,2.25
78,80,78,80,79,74,-6,3.75,2.25
78,87,77,76,81,75,-6,3.75,2.25
70,87,82,82,78,75,-6,3.75,2.25
70,87,75,78,81,72,-6,3.75,2.25
70,91,75,75,81,72,-6,3.75,2.25
68,87,75,79,81,77,-6,3.75,2.25
72,82,76,79,77,77,-6,3.75,2.25
72,82,86,79,81,79,-6,3.75,2.25
72,85,85,79,81,79,-6,3.75,2.25
70,85,85,78,76,78,-6,3.75,2.25
70,80,85,75,79,78,-6,3.75,2.25
72,80,78,75,79,75,-6,3.75,2.25
72,80,79,77,85,74,-6,3.75,2.25
72,80,75,77,85,83,-6,3.75,2.25
69,84,75,81,77,75,-6,3.75,2.25
76,84,75,81,76,75,-6,3.75,2.25
76,84,75,81,76,72,-6,3.75,2.25
76,84,75,80,76,72,-6,3.75,2.25
69,84,76,79,77,72,-6,3.75,2.25
69,87,76,79,76,72,-6,3.75,2.25
69,87,76,79,81,74,-6,3.75,2.25
77,87,87,77,80,74,-6,3.75,2.25
71,86,78,77,80,83,-6,3.75,2.25
71,86,78,77,80,73,-6,3.75,2.25
71,86,86,77,80,73,-6,3.75,2.25
75,86,81,77,79,73,-6,3.75,2.25
75,86,82,77,79,76,-6,3.75,2.25
78,78,82,77,79,76,-6,3.75,2.25
78,79,90,77,79,76,-6,3.75,2.25
73,79,90,78,81,81,-6,3.75,2.25
76,80,89,78,77,81,-6,3.75,2.25
72,82,77,79,78,73,-6,3.75,2.25
68,82,90,79,78,74,-6,3.75,2.25
71,81,78,83,76,82,-6,3.75,2.25
77,79,77,78,76,86,-6,3.75,2.25
72,86,76,79,77,74,-6,3.75,2.25
77,86,85,82,77,74,-6,3.75,2.25
69,87,86,82,78,75,-6,3.75,2.25
75,87,86,79,78,83,-6,3.75,2.25
76,83,84,79,79,74,-6,3.75,2.25
74,88,77,76,78,75,-6,3.75,2.25
72,88,83,76,78,76,-6,3.75,2.25
72,84,83,79,78,74,-6,3.75,2.25
71,84,84,79,80,77,-6,3.75,2.25
70,84,86,81,80,74,-6,3.75,2.25
70,86,76,81,77,74,-6,3.75,2.25
76,86,77,78,78,83,-6,3.75,2.25
74,83,78,79,77,72,-6,3.75,2.25
71,83,78,79,77,72,-6,3.75,2.25
68,86,78,80,78,72,-6,3.75,2.25
68,86,77,80,78,72,-6,3.75,2.25
72,86,83,80,78,73,-6,3.75,2.25
76,78,76,77,77,77,-6,3.75,2.25
69,83,76,77,77,82,-6,3.75,2.25
70,78,76,79,81,77,-6,3.75,2.25
78,77,77,77,76,77,-6,3.75,2.25
78,77,76,80,78,77,-6,3.75,2.25
69,78,77,78,81,75,-6,3.75,2.25
76,86,77,79,81,75,-6,3.75,2.25
76,86,76,78,77,73,-6,3.75,2.25
68,86,77,78,77,74,-6,3.75,2.25
69,79,77,80,77,74,-6,3.75,2.25
69,79,84,80,77,74,-6,3.75,2.25
69,77,76,77,81,74,-6,3.75,2.25
69,77,85,77,81,75,-6,3.75,2.25
70,83,85,77,79,82,-6,3.75,2.25
75,88,85,79,79,77,-6,3.75,2.25
71,88,76,77,81,74,-6,3.75,2.25
71,88,76,80,77,74,-6,3.75,2.25
71,83,76,81,78,82,-6,3.75,2.25
71,83,76,76,78,81,-6,3.75,2.25
72,77,85,79,77,73,-6,3.75,2.25
72,77,82,79,77,82,-6,3.75,2.25
77,77,82,79,79,81,-6,3.75,2.25
70,89,76,79,79,73,-6,3.75,2.25
69,78,84,77,77,76,-6,3.75,2.25
79,78,85,77,77,76,-6,3.75,2.25
79,78,82,80,77,73,-6,3.75,2.25
75,89,82,80,81,74,-6,3.75,2.25
76,89,83,81,79,74,-6,3.75,2.25
73,80,83,77,79,74,-6,3.75,2.25
70,88,82,76,81,74,-6,3.75,2.25
70,88,77,76,81,76,-6,3.75,2.25
78,79,77,76,77,76,-6,3.75,2.25
78,84,77,76,78,76,-6,3.75,2.25
76,78,84,76,76,78,-6,3.75,2.25
76,84,85,81,77,72,-6,3.75,2.25
71,84,86,81,79,82,-6,3.75,2.25
71,86,77,81,78,82,-6,3.75,2.25
70,86,77,81,77,75,-6,3.75,2.25
73,78,77,81,78,74,-6,3.75,2.25
75,84,87,81,81,74,-6,3.75,2.25
70,84,77,79,77,81,-6,3.75,2.25
76,79,85,81,76,75,-6,3.75,2.25
76,90,78,81,77,77,-6,3.75,2.25
76,90,78,81,79,77,-6,3.75,2.25
69,84,83,81,78,77,-6,3.75,2.25
69,78,83,81,77,81,-6,3.75,2.25
76,88,83,81,81,82,-6,3.75,2.25
76,86,77,79,81,82,-6,3.75,2.25
76,86,84,79,80,82,-6,3.75,2.25
68,86,77,76,77,79,-6,3.75,2.25
69,84,76,77,77,84,-6,3.75,2.25
69,87,83,77,77,74,-6,3.75,2.25
70,79,85,80,79,74,-6,3.75,2.25
69,79,85,76,78,74,-6,3.75,2.25
69,82,76,76,78,74,-6,3.75,2.25
79,82,76,76,77,74,-6,3.75,2.25
79,82,78,81,77,74,-6,3.75,2.25
73,82,78,81,77,81,-6,3.75,2.25
77,82,81,78,77,76,-6,3.75,2.25
74,82,78,81,77,76,-6,3.75,2.25
73,83,84,81,79,80,-6,3.75,2.25
73,87,84,81,78,73,-6,3.75,2.25
71,78,76,81,78,73,-6,3.75,2.25
71,86,76,81,78,83,-6,3.75,2.25
73,89,76,80,78,72,-6,3.75,2.25
73,84,78,78,78,72,-6,3.75,2.25
71,78,77,81,76,82,-6,3.75,2.25
69,78,77,80,76,82,-6,3.75,2.25
77,88,76,81,81,82,-6,3.75,2.25
69,88,77,83,79,82,-6,3.75,2.25
69,78,76,80,77,82,-6,3.75,2.25
75,78,75,76,80,77,-6,3.75,2.25
69,79,81,76,81,72,-6,3.75,2.25
74,88,77,76,81,77,-6,3.75,2.25
69,78,82,76,81,77,-6,3.75,2.25
69,82,76,78,80,77,-6,3.75,2.25
75,87,76,81,77,77,-6,3.75,2.25
75,87,76,81,77,80,-6,3.75,2.25
79,85,77,79,78,77,-6,3.75,2.25
83,87,77,79,77,81,-6,3.75,2.25
