RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,TxPower,UUID,RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,TxPower,UUID,RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,TxPower,UUID,RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,TxPower,UUID,xRegression,yRegression
71,200,74,76,76,200,-6,0xa123,76,200,81,75,91,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,76,200,75,73,69,200,-7,0xd123,5.25,2.25
80,200,81,75,77,200,-6,0xa123,76,200,81,75,75,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,78,200,74,86,89,200,-7,0xd123,5.25,2.25
71,200,80,76,67,200,-6,0xa123,77,200,81,74,75,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,75,200,74,87,73,200,-7,0xd123,5.25,2.25
70,200,79,73,77,200,-6,0xa123,76,200,82,72,91,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,79,200,76,73,73,200,-7,0xd123,5.25,2.25
70,200,79,69,67,200,-6,0xa123,78,200,82,72,75,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,79,200,76,73,73,200,-7,0xd123,5.25,2.25
76,200,79,69,67,200,-6,0xa123,76,200,82,72,75,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,74,200,76,73,69,200,-7,0xd123,5.25,2.25
76,200,79,73,67,200,-6,0xa123,76,200,82,75,75,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,74,200,76,74,73,200,-7,0xd123,5.25,2.25
76,200,79,68,71,200,-6,0xa123,78,200,82,75,75,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,74,200,76,73,73,200,-7,0xd123,5.25,2.25
76,200,79,76,67,200,-6,0xa123,78,200,82,75,75,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,74,200,76,73,69,200,-7,0xd123,5.25,2.25
72,200,73,73,71,200,-6,0xa123,77,200,81,75,75,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,79,200,75,73,69,200,-7,0xd123,5.25,2.25
68,200,71,73,77,200,-6,0xa123,80,200,72,76,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,82,200,74,80,89,200,-7,0xd123,6.75,2.25
69,200,72,73,78,200,-6,0xa123,75,200,72,76,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,73,200,73,80,85,200,-7,0xd123,6.75,2.25
68,200,77,73,71,200,-6,0xa123,84,200,74,78,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,73,200,79,83,85,200,-7,0xd123,6.75,2.25
68,200,70,73,76,200,-6,0xa123,84,200,82,78,83,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,73,200,72,83,85,200,-7,0xd123,6.75,2.25
69,200,71,70,76,200,-6,0xa123,74,200,77,87,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,74,200,80,80,84,200,-7,0xd123,6.75,2.25
69,200,71,70,75,200,-6,0xa123,74,200,77,87,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,74,200,80,79,77,200,-7,0xd123,6.75,2.25
74,200,70,70,75,200,-6,0xa123,79,200,74,81,81,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,73,200,71,81,83,200,-7,0xd123,6.75,2.25
74,200,70,70,75,200,-6,0xa123,74,200,74,87,81,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,73,200,71,80,83,200,-7,0xd123,6.75,2.25
68,200,70,71,75,200,-6,0xa123,75,200,74,86,83,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,81,200,71,76,83,200,-7,0xd123,6.75,2.25
68,200,69,70,75,200,-6,0xa123,75,200,77,85,83,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,81,200,79,80,83,200,-7,0xd123,6.75,2.25
72,200,69,71,75,200,-6,0xa123,72,200,77,80,83,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,73,200,79,78,83,200,-7,0xd123,6.75,2.25
78,200,83,71,68,200,-6,0xa123,83,200,75,85,80,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,70,200,82,82,85,200,-7,0xd123,6.75,3.75
78,200,82,72,68,200,-6,0xa123,83,200,76,78,78,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,70,200,82,74,85,200,-7,0xd123,6.75,3.75
78,200,82,73,68,200,-6,0xa123,83,200,76,86,79,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,70,200,82,74,88,200,-7,0xd123,6.75,3.75
80,200,71,71,75,200,-6,0xa123,84,200,73,79,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,69,200,82,74,84,200,-7,0xd123,6.75,3.75
79,200,71,74,71,200,-6,0xa123,81,200,73,79,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,70,200,82,81,84,200,-7,0xd123,6.75,3.75
79,200,71,73,68,200,-6,0xa123,81,200,73,78,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,70,200,80,75,85,200,-7,0xd123,6.75,3.75
79,200,71,74,68,200,-6,0xa123,86,200,73,86,79,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,78,200,80,82,78,200,-7,0xd123,6.75,3.75
79,200,79,71,75,200,-6,0xa123,86,200,76,86,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,78,200,82,82,78,200,-7,0xd123,6.75,3.75
75,200,83,71,70,200,-6,0xa123,82,200,76,86,79,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,71,200,85,81,85,200,-7,0xd123,6.75,3.75
75,200,83,71,75,200,-6,0xa123,82,200,76,86,78,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,81,200,85,81,85,200,-7,0xd123,6.75,3.75
76,200,83,73,75,200,-6,0xa123,83,200,76,80,79,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,77,200,85,87,84,200,-7,0xd123,6.75,3.75
83,200,87,71,70,200,-6,0xa123,83,200,73,80,80,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,79,200,84,76,84,200,-7,0xd123,6.75,3.75
68,200,77,72,75,200,-6,0xa123,81,200,80,76,80,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,67,200,79,75,83,200,-7,0xd123,8.25,3.75
73,200,77,70,75,200,-6,0xa123,82,200,80,79,80,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,66,200,79,74,83,200,-7,0xd123,8.25,3.75
70,200,77,70,75,200,-6,0xa123,74,200,80,77,80,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,80,200,82,74,83,200,-7,0xd123,8.25,3.75
82,200,77,74,75,200,-6,0xa123,76,200,79,76,80,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,81,200,80,75,83,200,-7,0xd123,8.25,3.75
67,200,78,70,75,200,-6,0xa123,76,200,81,78,80,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,78,200,80,75,83,200,-7,0xd123,8.25,3.75
66,200,78,70,77,200,-6,0xa123,78,200,81,78,78,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,78,200,80,74,84,200,-7,0xd123,8.25,3.75
66,200,78,70,67,200,-6,0xa123,78,200,82,78,79,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,78,200,82,74,83,200,-7,0xd123,8.25,3.75
68,200,76,74,78,200,-6,0xa123,72,200,81,79,87,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,66,200,81,74,83,200,-7,0xd123,8.25,3.75
65,200,82,71,75,200,-6,0xa123,72,200,82,75,78,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,66,200,75,75,83,200,-7,0xd123,8.25,3.75
65,200,82,69,75,200,-6,0xa123,72,200,82,79,87,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,79,200,75,74,83,200,-7,0xd123,8.25,3.75
65,200,82,71,75,200,-6,0xa123,71,200,82,78,87,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,66,200,75,74,83,200,-7,0xd123,8.25,3.75
69,200,78,71,75,200,-6,0xa123,83,200,81,77,87,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,65,200,78,74,83,200,-7,0xd123,8.25,3.75
78,200,78,70,78,200,-6,0xa123,72,200,81,80,79,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,79,200,78,74,78,200,-7,0xd123,8.25,3.75
68,200,79,74,78,200,-6,0xa123,81,200,80,79,79,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,67,200,77,73,78,200,-7,0xd123,8.25,3.75
69,200,79,74,80,200,-6,0xa123,72,200,80,79,80,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,81,200,77,73,79,200,-7,0xd123,8.25,3.75
78,200,77,74,80,200,-6,0xa123,80,200,80,79,80,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,65,200,78,73,79,200,-7,0xd123,8.25,3.75
64,200,77,85,79,200,-6,0xa123,65,200,78,83,81,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,68,200,89,76,76,200,-7,0xd123,9.75,3.75
56,200,79,85,84,200,-6,0xa123,65,200,78,83,81,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,70,200,89,76,84,200,-7,0xd123,9.75,3.75
58,200,79,82,84,200,-6,0xa123,65,200,78,86,81,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,70,200,89,75,84,200,-7,0xd123,9.75,3.75
58,200,79,75,78,200,-6,0xa123,65,200,84,83,81,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,70,200,89,75,85,200,-7,0xd123,9.75,3.75
56,200,76,74,78,200,-6,0xa123,66,200,78,84,84,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,64,200,75,76,83,200,-7,0xd123,9.75,3.75
58,200,75,81,78,200,-6,0xa123,65,200,85,84,84,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,64,200,74,80,83,200,-7,0xd123,9.75,3.75
56,200,76,81,78,200,-6,0xa123,70,200,85,84,84,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,64,200,74,80,83,200,-7,0xd123,9.75,3.75
62,200,80,83,78,200,-6,0xa123,67,200,78,83,84,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,70,200,74,81,83,200,-7,0xd123,9.75,3.75
56,200,80,83,85,200,-6,0xa123,65,200,78,83,83,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,70,200,74,81,83,200,-7,0xd123,9.75,3.75
56,200,80,83,85,200,-6,0xa123,65,200,84,83,83,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,70,200,74,81,83,200,-7,0xd123,9.75,3.75
56,200,79,76,78,200,-6,0xa123,70,200,78,83,83,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,70,200,81,82,83,200,-7,0xd123,9.75,3.75
56,200,78,77,78,200,-6,0xa123,70,200,78,85,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,70,200,82,76,83,200,-7,0xd123,9.75,3.75
56,200,78,77,86,200,-6,0xa123,70,200,78,85,81,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,64,200,82,76,83,200,-7,0xd123,9.75,3.75
63,200,85,77,80,200,-6,0xa123,66,200,84,85,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,61,200,87,80,81,200,-7,0xd123,11.25,3.75
63,200,85,76,80,200,-6,0xa123,66,200,85,84,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,61,200,86,79,81,200,-7,0xd123,11.25,3.75
61,200,85,77,75,200,-6,0xa123,65,200,85,86,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,61,200,86,79,83,200,-7,0xd123,11.25,3.75
61,200,85,80,79,200,-6,0xa123,65,200,85,79,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,61,200,86,79,83,200,-7,0xd123,11.25,3.75
62,200,84,78,75,200,-6,0xa123,67,200,85,85,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,60,200,85,81,82,200,-7,0xd123,11.25,3.75
62,200,85,76,80,200,-6,0xa123,67,200,85,86,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,61,200,84,80,82,200,-7,0xd123,11.25,3.75
61,200,86,79,81,200,-6,0xa123,67,200,85,85,84,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,60,200,84,79,82,200,-7,0xd123,11.25,3.75
61,200,86,79,81,200,-6,0xa123,67,200,85,83,84,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,60,200,84,78,82,200,-7,0xd123,11.25,3.75
62,200,83,77,81,200,-6,0xa123,67,200,85,79,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,66,200,83,79,82,200,-7,0xd123,11.25,3.75
61,200,84,76,75,200,-6,0xa123,67,200,84,84,83,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,66,200,87,86,80,200,-7,0xd123,11.25,3.75
61,200,84,77,80,200,-6,0xa123,67,200,84,79,83,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,66,200,87,79,81,200,-7,0xd123,11.25,3.75
61,200,88,78,75,200,-6,0xa123,67,200,89,79,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,61,200,80,83,84,200,-7,0xd123,11.25,3.75
61,200,86,75,81,200,-6,0xa123,65,200,85,85,82,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,60,200,82,89,82,200,-7,0xd123,11.25,3.75
80,200,86,88,87,200,-6,0xa123,89,200,90,88,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,81,200,88,88,85,200,-7,0xd123,12.75,3.75
80,200,86,88,87,200,-6,0xa123,89,200,90,88,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,81,200,88,88,85,200,-7,0xd123,12.75,3.75
80,200,85,91,87,200,-6,0xa123,89,200,90,88,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,81,200,88,88,85,200,-7,0xd123,12.75,3.75
79,200,85,91,87,200,-6,0xa123,89,200,90,88,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,84,200,88,88,85,200,-7,0xd123,12.75,3.75
78,200,85,91,87,200,-6,0xa123,89,200,90,88,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,84,200,88,88,85,200,-7,0xd123,12.75,3.75
83,200,86,90,87,200,-6,0xa123,82,200,90,88,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,80,200,87,88,85,200,-7,0xd123,12.75,3.75
83,200,86,90,87,200,-6,0xa123,83,200,90,88,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,80,200,87,88,85,200,-7,0xd123,12.75,3.75
79,200,86,90,87,200,-6,0xa123,87,200,90,88,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,82,200,87,88,85,200,-7,0xd123,12.75,3.75
79,200,86,90,87,200,-6,0xa123,87,200,90,88,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,82,200,87,88,85,200,-7,0xd123,12.75,3.75
79,200,86,90,87,200,-6,0xa123,82,200,90,88,88,200,-10,0xb123,200,200,200,200,200,200,0,0xc123,80,200,85,88,85,200,-7,0xd123,12.75,3.75
