RSS_1,RSS_2,RSS_3,RSS_4,RSS_5,RSS_6,TxPower,xRegressionn,yRegression
62,76,80,89,85,88,-7,9.75,2.25
60,76,80,89,77,88,-7,9.75,2.25
72,76,80,89,90,87,-7,9.75,2.25
72,71,89,88,85,81,-7,9.75,2.25
72,72,80,88,85,88,-7,9.75,2.25
72,69,87,88,85,88,-7,9.75,2.25
60,72,83,88,77,88,-7,9.75,2.25
60,72,83,88,77,88,-7,9.75,2.25
60,72,83,88,77,87,-7,9.75,2.25
60,69,85,88,85,87,-7,9.75,2.25
72,75,85,88,85,87,-7,9.75,2.25
72,69,82,88,85,81,-7,9.75,2.25
60,72,87,89,85,81,-7,9.75,2.25
60,72,79,89,86,86,-7,9.75,2.25
73,72,83,89,77,82,-7,9.75,2.25
61,72,83,87,85,82,-7,9.75,2.25
72,72,87,87,85,82,-7,9.75,2.25
60,75,87,88,77,90,-7,9.75,2.25
60,69,81,88,77,90,-7,9.75,2.25
62,75,80,88,77,83,-7,9.75,2.25
60,75,80,87,77,83,-7,9.75,2.25
60,72,80,87,77,83,-7,9.75,2.25
73,72,83,87,77,87,-7,9.75,2.25
72,72,81,88,86,87,-7,9.75,2.25
72,69,81,87,77,83,-7,9.75,2.25
62,76,86,87,85,88,-7,9.75,2.25
62,69,87,87,77,82,-7,9.75,2.25
62,76,80,89,77,87,-7,9.75,2.25
72,75,80,88,77,89,-7,9.75,2.25
62,75,87,88,77,89,-7,9.75,2.25
60,75,82,88,77,82,-7,9.75,2.25
62,75,82,88,86,82,-7,9.75,2.25
73,75,81,86,86,82,-7,9.75,2.25
73,72,86,86,86,87,-7,9.75,2.25
73,76,86,87,86,86,-7,9.75,2.25
73,75,81,87,86,82,-7,9.75,2.25
72,69,81,86,87,83,-7,9.75,2.25
62,69,81,86,78,83,-7,9.75,2.25
60,72,81,88,78,82,-7,9.75,2.25
73,69,82,86,88,82,-7,9.75,2.25
73,69,82,86,79,84,-7,9.75,2.25
60,69,80,86,88,84,-7,9.75,2.25
72,75,80,86,88,86,-7,9.75,2.25
72,74,83,86,88,86,-7,9.75,2.25
61,75,81,86,78,85,-7,9.75,2.25
61,72,85,86,78,85,-7,9.75,2.25
61,75,83,86,78,90,-7,9.75,2.25
73,69,83,86,77,82,-7,9.75,2.25
73,71,81,89,77,84,-7,9.75,2.25
71,71,81,89,78,85,-7,9.75,2.25
61,77,83,89,78,85,-7,9.75,2.25
60,71,83,89,78,85,-7,9.75,2.25
61,69,83,89,87,87,-7,9.75,2.25
62,70,89,89,78,87,-7,9.75,2.25
61,70,89,89,85,83,-7,9.75,2.25
72,70,86,89,90,83,-7,9.75,2.25
72,70,86,89,77,83,-7,9.75,2.25
59,76,85,86,78,81,-7,9.75,2.25
59,71,85,87,77,82,-7,9.75,2.25
60,71,85,87,83,82,-7,9.75,2.25
60,70,89,88,77,82,-7,9.75,2.25
72,71,83,88,77,82,-7,9.75,2.25
60,71,83,88,78,83,-7,9.75,2.25
72,70,87,89,78,83,-7,9.75,2.25
61,70,85,89,88,87,-7,9.75,2.25
62,71,85,89,77,85,-7,9.75,2.25
60,75,86,89,77,87,-7,9.75,2.25
60,75,86,85,86,87,-7,9.75,2.25
60,69,80,88,77,87,-7,9.75,2.25
60,69,90,88,85,86,-7,9.75,2.25
72,69,82,88,87,86,-7,9.75,2.25
62,71,88,88,85,87,-7,9.75,2.25
60,71,81,87,77,85,-7,9.75,2.25
60,71,80,87,77,82,-7,9.75,2.25
60,72,90,87,77,82,-7,9.75,2.25
71,75,81,87,77,83,-7,9.75,2.25
61,72,80,87,77,88,-7,9.75,2.25
61,72,80,87,77,82,-7,9.75,2.25
60,75,80,87,87,82,-7,9.75,2.25
62,75,87,87,85,82,-7,9.75,2.25
71,75,87,87,86,82,-7,9.75,2.25
61,71,87,87,86,86,-7,9.75,2.25
73,72,83,86,77,86,-7,9.75,2.25
73,72,83,86,77,86,-7,9.75,2.25
72,72,84,86,77,86,-7,9.75,2.25
73,72,85,86,77,84,-7,9.75,2.25
73,72,82,86,77,83,-7,9.75,2.25
60,72,82,86,86,87,-7,9.75,2.25
73,72,84,86,85,87,-7,9.75,2.25
61,72,82,85,78,87,-7,9.75,2.25
61,72,82,85,89,87,-7,9.75,2.25
71,72,81,85,78,87,-7,9.75,2.25
60,72,83,85,78,87,-7,9.75,2.25
60,75,83,88,90,87,-7,9.75,2.25
72,75,83,87,78,82,-7,9.75,2.25
60,72,83,87,87,82,-7,9.75,2.25
61,75,83,87,87,87,-7,9.75,2.25
62,75,86,87,88,87,-7,9.75,2.25
71,70,85,87,78,87,-7,9.75,2.25
60,69,85,87,78,82,-7,9.75,2.25
60,71,85,88,78,82,-7,9.75,2.25
60,71,85,88,78,82,-7,9.75,2.25
60,70,86,87,88,82,-7,9.75,2.25
61,72,80,87,77,83,-7,9.75,2.25
62,72,80,86,77,83,-7,9.75,2.25
64,75,81,86,87,83,-7,9.75,2.25
71,71,81,88,78,86,-7,9.75,2.25
70,71,83,87,86,89,-7,9.75,2.25
62,71,85,87,88,86,-7,9.75,2.25
62,69,85,86,79,86,-7,9.75,2.25
62,69,82,86,88,86,-7,9.75,2.25
62,76,82,86,88,86,-7,9.75,2.25
61,76,82,86,88,83,-7,9.75,2.25
72,76,82,86,88,83,-7,9.75,2.25
60,69,83,89,88,85,-7,9.75,2.25
60,71,83,88,88,89,-7,9.75,2.25
60,70,84,85,88,89,-7,9.75,2.25
59,70,84,85,88,89,-7,9.75,2.25
62,70,83,85,88,89,-7,9.75,2.25
62,72,83,85,89,82,-7,9.75,2.25
62,72,82,85,77,82,-7,9.75,2.25
60,71,82,85,90,82,-7,9.75,2.25
60,71,79,85,90,82,-7,9.75,2.25
60,69,80,85,78,82,-7,9.75,2.25
60,69,80,85,78,81,-7,9.75,2.25
60,72,83,85,78,81,-7,9.75,2.25
62,71,86,85,87,81,-7,9.75,2.25
62,74,85,85,86,82,-7,9.75,2.25
71,69,83,88,85,87,-7,9.75,2.25
72,71,79,88,78,82,-7,9.75,2.25
62,71,84,88,78,81,-7,9.75,2.25
60,71,85,88,79,81,-7,9.75,2.25
60,71,85,88,79,88,-7,9.75,2.25
60,68,80,87,78,88,-7,9.75,2.25
71,75,80,87,78,88,-7,9.75,2.25
62,72,80,87,85,88,-7,9.75,2.25
70,72,86,86,85,88,-7,9.75,2.25
60,75,86,86,88,88,-7,9.75,2.25
72,69,86,86,88,82,-7,9.75,2.25
72,72,88,88,78,89,-7,9.75,2.25
72,75,87,88,83,85,-7,9.75,2.25
71,75,85,87,83,82,-7,9.75,2.25
71,68,86,88,78,82,-7,9.75,2.25
61,68,86,85,78,82,-7,9.75,2.25
61,75,86,85,78,82,-7,9.75,2.25
61,68,87,85,77,86,-7,9.75,2.25
73,72,77,85,85,82,-7,9.75,2.25
62,75,77,85,85,82,-7,9.75,2.25
61,76,77,85,77,82,-7,9.75,2.25
62,76,77,85,77,82,-7,9.75,2.25
61,76,83,86,77,87,-7,9.75,2.25
60,76,80,90,83,82,-7,9.75,2.25
72,69,85,90,83,82,-7,9.75,2.25
72,71,88,86,80,82,-7,9.75,2.25
60,68,88,86,80,82,-7,9.75,2.25
62,68,89,86,80,82,-7,9.75,2.25
62,75,85,89,85,81,-7,9.75,2.25
62,69,86,89,88,81,-7,9.75,2.25
71,72,80,89,88,81,-7,9.75,2.25
62,72,80,87,88,81,-7,9.75,2.25
62,69,88,87,88,81,-7,9.75,2.25
60,69,82,87,88,85,-7,9.75,2.25
63,69,82,88,78,85,-7,9.75,2.25
63,70,76,88,78,82,-7,9.75,2.25
61,72,76,88,78,86,-7,9.75,2.25
73,69,84,88,85,86,-7,9.75,2.25
74,200,81,88,90,86,-7,9.75,3.75
66,64,83,89,90,86,-7,9.75,3.75
67,66,83,89,89,86,-7,9.75,3.75
69,66,83,89,89,87,-7,9.75,3.75
69,64,87,89,90,89,-7,9.75,3.75
69,70,88,89,90,89,-7,9.75,3.75
68,66,88,89,89,88,-7,9.75,3.75
66,66,84,85,89,88,-7,9.75,3.75
68,66,86,85,89,88,-7,9.75,3.75
74,66,81,90,89,88,-7,9.75,3.75
74,70,85,86,89,88,-7,9.75,3.75
66,70,85,90,89,88,-7,9.75,3.75
66,64,81,90,89,88,-7,9.75,3.75
66,70,89,85,90,88,-7,9.75,3.75
68,66,81,86,90,88,-7,9.75,3.75
66,66,81,84,90,87,-7,9.75,3.75
74,64,85,85,90,87,-7,9.75,3.75
74,64,85,84,90,89,-7,9.75,3.75
67,64,85,84,88,91,-7,9.75,3.75
66,64,82,85,88,89,-7,9.75,3.75
66,64,82,85,88,89,-7,9.75,3.75
69,64,82,89,88,89,-7,9.75,3.75
69,70,83,89,87,87,-7,9.75,3.75
68,70,87,89,87,87,-7,9.75,3.75
68,64,87,85,88,88,-7,9.75,3.75
74,70,81,85,88,88,-7,9.75,3.75
73,70,87,85,89,88,-7,9.75,3.75
67,64,83,90,88,88,-7,9.75,3.75
66,70,87,90,90,88,-7,9.75,3.75
66,67,87,90,87,90,-7,9.75,3.75
68,64,82,85,87,90,-7,9.75,3.75
66,64,82,85,87,90,-7,9.75,3.75
66,64,82,85,87,90,-7,9.75,3.75
66,64,82,85,87,90,-7,9.75,3.75
68,64,82,85,88,87,-7,9.75,3.75
68,64,82,85,88,87,-7,9.75,3.75
67,66,83,85,87,87,-7,9.75,3.75
73,64,82,85,87,90,-7,9.75,3.75
66,64,83,85,88,90,-7,9.75,3.75
74,70,83,85,88,90,-7,9.75,3.75
74,70,84,85,88,88,-7,9.75,3.75
73,70,84,85,88,88,-7,9.75,3.75
66,70,82,85,88,88,-7,9.75,3.75
66,70,83,90,88,88,-7,9.75,3.75
74,70,82,90,88,88,-7,9.75,3.75
74,66,83,90,87,88,-7,9.75,3.75
74,64,83,90,87,88,-7,9.75,3.75
66,66,81,90,87,88,-7,9.75,3.75
68,66,81,90,87,90,-7,9.75,3.75
68,70,81,89,87,88,-7,9.75,3.75
69,66,81,91,87,88,-7,9.75,3.75
69,70,83,91,87,88,-7,9.75,3.75
73,71,82,85,87,86,-7,9.75,3.75
69,71,82,85,88,86,-7,9.75,3.75
69,66,81,85,89,86,-7,9.75,3.75
69,66,81,85,89,87,-7,9.75,3.75
69,65,81,85,87,88,-7,9.75,3.75
66,66,82,85,87,88,-7,9.75,3.75
66,64,85,85,87,91,-7,9.75,3.75
66,66,86,86,87,91,-7,9.75,3.75
66,64,86,85,87,88,-7,9.75,3.75
73,64,81,85,87,87,-7,9.75,3.75
69,64,84,85,87,90,-7,9.75,3.75
73,67,83,89,87,90,-7,9.75,3.75
73,67,84,85,87,90,-7,9.75,3.75
66,67,82,85,87,90,-7,9.75,3.75
68,67,82,88,87,89,-7,9.75,3.75
69,64,82,88,87,89,-7,9.75,3.75
66,64,82,85,87,89,-7,9.75,3.75
68,66,82,85,87,89,-7,9.75,3.75
68,64,83,85,87,88,-7,9.75,3.75
68,64,83,89,87,88,-7,9.75,3.75
69,64,81,89,89,88,-7,9.75,3.75
68,64,85,88,89,89,-7,9.75,3.75
68,64,81,89,89,89,-7,9.75,3.75
68,70,81,89,89,89,-7,9.75,3.75
69,70,86,89,89,89,-7,9.75,3.75
68,64,84,84,89,88,-7,9.75,3.75
68,66,86,89,88,88,-7,9.75,3.75
73,66,86,86,88,88,-7,9.75,3.75
73,66,86,86,88,88,-7,9.75,3.75
73,70,86,86,88,88,-7,9.75,3.75
73,70,86,86,88,88,-7,9.75,3.75
68,64,85,86,89,88,-7,9.75,3.75
68,64,85,87,89,89,-7,9.75,3.75
68,66,85,87,90,87,-7,9.75,3.75
68,64,86,90,86,87,-7,9.75,3.75
66,66,86,90,85,87,-7,9.75,3.75
69,66,83,90,85,87,-7,9.75,3.75
73,71,83,90,85,88,-7,9.75,3.75
73,71,83,89,90,88,-7,9.75,3.75
66,71,86,89,90,88,-7,9.75,3.75
68,64,82,89,90,88,-7,9.75,3.75
66,67,87,89,89,88,-7,9.75,3.75
66,70,87,89,90,88,-7,9.75,3.75
74,67,87,89,90,88,-7,9.75,3.75
74,70,87,89,90,86,-7,9.75,3.75
66,70,83,89,90,86,-7,9.75,3.75
68,66,83,89,87,86,-7,9.75,3.75
66,66,83,89,89,86,-7,9.75,3.75
73,66,83,86,89,86,-7,9.75,3.75
73,65,82,89,89,86,-7,9.75,3.75
73,65,82,89,89,86,-7,9.75,3.75
68,65,82,88,89,86,-7,9.75,3.75
68,70,82,88,89,86,-7,9.75,3.75
66,66,82,88,86,86,-7,9.75,3.75
68,66,82,88,89,87,-7,9.75,3.75
66,66,81,83,89,87,-7,9.75,3.75
66,66,84,83,90,89,-7,9.75,3.75
68,64,83,87,90,89,-7,9.75,3.75
66,64,87,84,88,89,-7,9.75,3.75
74,66,82,84,89,89,-7,9.75,3.75
66,66,86,88,89,89,-7,9.75,3.75
69,70,86,88,89,90,-7,9.75,3.75
69,70,86,88,89,90,-7,9.75,3.75
66,70,84,88,89,89,-7,9.75,3.75
66,71,85,88,88,87,-7,9.75,3.75
68,67,81,88,88,87,-7,9.75,3.75
75,65,81,88,88,89,-7,9.75,3.75
75,70,81,84,88,89,-7,9.75,3.75
69,64,81,84,88,91,-7,9.75,3.75
66,64,81,86,88,91,-7,9.75,3.75
66,70,81,89,88,91,-7,9.75,3.75
66,71,82,85,88,91,-7,9.75,3.75
68,71,83,85,88,91,-7,9.75,3.75
69,71,83,88,88,91,-7,9.75,3.75
74,70,82,88,88,91,-7,9.75,3.75
66,66,81,85,88,89,-7,9.75,3.75
66,66,84,85,87,89,-7,9.75,3.75
74,70,86,85,87,89,-7,9.75,3.75
74,70,81,85,87,87,-7,9.75,3.75
66,68,82,85,87,89,-7,9.75,3.75
66,67,86,85,89,89,-7,9.75,3.75
66,64,86,85,89,89,-7,9.75,3.75
66,66,87,85,87,92,-7,9.75,3.75
66,66,87,85,87,91,-7,9.75,3.75
66,66,87,85,89,91,-7,9.75,3.75
66,66,87,85,89,91,-7,9.75,3.75
66,71,87,84,89,91,-7,9.75,3.75
66,70,86,89,89,91,-7,9.75,3.75
68,70,87,89,89,89,-7,9.75,3.75
66,70,85,89,90,89,-7,9.75,3.75
68,66,87,89,90,89,-7,9.75,3.75
73,67,81,88,88,89,-7,9.75,3.75
66,66,84,88,89,89,-7,9.75,3.75
66,65,83,88,89,89,-7,9.75,3.75
66,65,83,85,89,89,-7,9.75,3.75
68,67,83,85,88,90,-7,9.75,3.75
68,70,82,85,88,90,-7,9.75,3.75
68,70,86,89,88,90,-7,9.75,3.75
66,66,81,85,88,89,-7,9.75,3.75
68,66,81,86,91,89,-7,9.75,3.75
68,64,84,86,89,90,-7,9.75,3.75
69,64,86,85,89,89,-7,9.75,3.75
68,66,81,85,88,89,-7,9.75,3.75
68,70,86,88,88,87,-7,9.75,3.75
66,66,86,86,88,87,-7,9.75,3.75
68,64,82,86,88,88,-7,9.75,3.75
68,70,81,86,87,88,-7,9.75,3.75
68,70,81,86,87,88,-7,9.75,3.75
66,70,81,86,87,88,-7,9.75,3.75
68,70,81,86,87,88,-7,9.75,3.75
73,70,84,86,87,88,-7,9.75,3.75
68,67,84,86,87,88,-7,9.75,3.75
66,67,84,88,87,88,-7,9.75,3.75
66,67,84,85,87,88,-7,9.75,3.75
66,67,82,85,87,88,-7,9.75,3.75
69,70,84,85,87,88,-7,9.75,3.75
74,66,81,85,88,88,-7,9.75,3.75
68,64,83,85,88,88,-7,9.75,3.75
73,66,83,89,88,89,-7,9.75,3.75
66,66,83,85,88,89,-7,9.75,3.75
69,65,82,85,88,89,-7,9.75,3.75
74,65,82,85,88,89,-7,9.75,3.75
66,70,81,85,88,89,-7,9.75,3.75
69,70,81,85,88,89,-7,9.75,3.75
69,64,81,85,88,89,-7,9.75,3.75
73,64,81,84,88,89,-7,9.75,3.75
75,64,85,84,88,89,-7,9.75,3.75
75,64,84,85,89,89,-7,9.75,3.75
66,64,84,85,88,89,-7,9.75,3.75
69,66,84,85,88,89,-7,9.75,3.75
66,66,84,85,88,89,-7,9.75,3.75
66,66,83,85,88,89,-7,9.75,3.75
73,71,84,85,88,89,-7,9.75,3.75
66,71,82,89,88,91,-7,9.75,3.75
68,71,83,89,88,89,-7,9.75,3.75
73,66,81,85,88,89,-7,9.75,3.75
68,66,84,85,88,89,-7,9.75,3.75
74,66,84,90,90,87,-7,9.75,3.75
69,64,81,90,90,87,-7,9.75,3.75
74,66,83,85,90,90,-7,9.75,3.75
73,66,83,85,90,90,-7,9.75,3.75
68,66,82,88,88,90,-7,9.75,3.75
66,66,82,88,88,90,-7,9.75,3.75
73,66,82,83,88,90,-7,9.75,3.75
74,66,82,83,88,89,-7,9.75,3.75
66,66,83,85,88,89,-7,9.75,3.75
66,67,86,83,89,90,-7,9.75,3.75
66,66,85,83,87,86,-7,9.75,3.75
73,66,85,83,87,86,-7,9.75,3.75
73,71,85,83,87,86,-7,9.75,3.75
73,70,88,83,87,86,-7,9.75,3.75
73,70,88,83,87,86,-7,9.75,3.75
73,70,88,83,87,86,-7,9.75,3.75
73,67,81,83,87,86,-7,9.75,3.75
66,70,80,85,87,87,-7,9.75,3.75
69,64,84,85,91,88,-7,9.75,3.75
69,64,84,85,91,88,-7,9.75,3.75
69,64,83,85,91,88,-7,9.75,3.75
73,64,87,90,87,88,-7,9.75,3.75
66,64,85,90,87,88,-7,9.75,3.75
73,64,85,84,87,88,-7,9.75,3.75
73,64,81,89,90,88,-7,9.75,3.75
66,65,81,84,90,88,-7,9.75,3.75
68,70,87,85,90,87,-7,9.75,3.75
68,70,87,85,90,87,-7,9.75,3.75
68,70,82,84,90,87,-7,9.75,3.75
67,70,80,84,90,89,-7,9.75,3.75
68,66,82,85,90,90,-7,9.75,3.75
68,66,83,85,90,90,-7,9.75,3.75
68,66,83,86,90,90,-7,9.75,3.75
68,66,82,86,90,89,-7,9.75,3.75
74,64,83,85,89,89,-7,9.75,3.75
68,64,83,85,87,89,-7,9.75,3.75
73,64,83,91,88,89,-7,9.75,3.75
68,66,83,91,88,89,-7,9.75,3.75
66,64,81,91,88,87,-7,9.75,3.75
74,66,82,85,88,87,-7,9.75,3.75
74,66,82,85,87,87,-7,9.75,3.75
67,70,81,89,87,91,-7,9.75,3.75
74,66,85,89,88,91,-7,9.75,3.75
74,66,84,85,88,88,-7,9.75,3.75
68,71,84,85,88,88,-7,9.75,3.75
69,64,82,89,88,87,-7,9.75,3.75
69,66,84,88,88,89,-7,9.75,3.75
74,66,82,86,88,89,-7,9.75,3.75
74,70,84,85,88,88,-7,9.75,3.75
69,71,85,85,89,88,-7,9.75,3.75
68,70,85,85,89,86,-7,9.75,3.75
68,66,85,85,88,86,-7,9.75,3.75
68,66,84,85,88,86,-7,9.75,3.75
73,66,82,85,88,86,-7,9.75,3.75
68,64,82,85,88,85,-7,9.75,3.75
68,64,82,85,87,85,-7,9.75,3.75
68,64,82,85,87,88,-7,9.75,3.75
66,64,83,85,88,89,-7,9.75,3.75
68,64,83,85,88,89,-7,9.75,3.75
66,64,83,85,88,89,-7,9.75,3.75
68,71,81,84,88,89,-7,9.75,3.75
73,71,83,84,88,88,-7,9.75,3.75
73,66,83,84,88,87,-7,9.75,3.75
68,64,81,85,89,89,-7,9.75,3.75
74,64,81,85,89,88,-7,9.75,3.75
66,66,81,85,89,88,-7,9.75,3.75
74,66,84,85,88,88,-7,9.75,3.75
68,67,84,88,87,87,-7,9.75,3.75
68,66,84,88,88,89,-7,9.75,3.75
67,86,84,200,81,88,-7,11.25,0.75
67,86,84,84,81,88,-7,11.25,0.75
61,86,84,84,81,88,-7,11.25,0.75
65,85,84,84,81,88,-7,11.25,0.75
65,80,84,84,81,87,-7,11.25,0.75
65,80,84,84,81,87,-7,11.25,0.75
65,85,84,84,81,87,-7,11.25,0.75
66,85,83,84,81,78,-7,11.25,0.75
66,85,83,84,81,78,-7,11.25,0.75
66,80,83,84,81,79,-7,11.25,0.75
61,80,83,85,81,79,-7,11.25,0.75
67,80,83,85,81,85,-7,11.25,0.75
66,79,83,84,81,86,-7,11.25,0.75
67,90,83,85,81,78,-7,11.25,0.75
67,86,83,84,81,80,-7,11.25,0.75
67,85,88,89,81,80,-7,11.25,0.75
67,85,88,83,81,80,-7,11.25,0.75
67,85,88,90,81,78,-7,11.25,0.75
66,85,83,85,81,78,-7,11.25,0.75
66,84,83,85,81,80,-7,11.25,0.75
67,84,89,85,81,79,-7,11.25,0.75
67,80,89,88,81,79,-7,11.25,0.75
67,89,89,88,81,78,-7,11.25,0.75
61,85,83,88,81,81,-7,11.25,0.75
61,85,89,88,81,81,-7,11.25,0.75
66,79,89,88,81,81,-7,11.25,0.75
67,86,89,84,81,85,-7,11.25,0.75
61,86,89,83,81,80,-7,11.25,0.75
61,79,83,83,81,84,-7,11.25,0.75
66,79,83,83,81,84,-7,11.25,0.75
66,85,83,83,81,78,-7,11.25,0.75
61,85,83,83,81,78,-7,11.25,0.75
68,85,83,83,81,80,-7,11.25,0.75
68,85,83,83,81,80,-7,11.25,0.75
66,85,90,83,81,77,-7,11.25,0.75
61,79,84,89,81,77,-7,11.25,0.75
61,86,84,89,81,77,-7,11.25,0.75
61,85,83,83,81,86,-7,11.25,0.75
61,86,90,83,81,86,-7,11.25,0.75
61,86,83,83,81,80,-7,11.25,0.75
66,85,83,83,81,80,-7,11.25,0.75
66,85,90,90,81,77,-7,11.25,0.75
65,85,90,84,81,85,-7,11.25,0.75
65,79,83,89,81,77,-7,11.25,0.75
65,79,83,89,81,77,-7,11.25,0.75
65,85,83,84,81,80,-7,11.25,0.75
68,85,83,84,81,85,-7,11.25,0.75
68,85,84,83,81,90,-7,11.25,0.75
61,85,83,86,81,90,-7,11.25,0.75
67,86,83,86,81,90,-7,11.25,0.75
66,87,89,86,81,82,-7,11.25,0.75
62,87,89,86,81,82,-7,11.25,0.75
62,87,85,85,81,79,-7,11.25,0.75
66,84,89,89,81,86,-7,11.25,0.75
59,84,89,89,81,86,-7,11.25,0.75
61,84,88,83,81,77,-7,11.25,0.75
61,84,82,83,81,77,-7,11.25,0.75
67,79,82,88,81,78,-7,11.25,0.75
67,80,82,82,81,79,-7,11.25,0.75
61,86,82,82,81,79,-7,11.25,0.75
61,86,83,86,81,79,-7,11.25,0.75
61,86,83,84,81,83,-7,11.25,0.75
65,89,83,84,81,83,-7,11.25,0.75
65,85,88,83,81,82,-7,11.25,0.75
65,79,90,83,81,78,-7,11.25,0.75
66,79,90,83,81,78,-7,11.25,0.75
67,79,90,88,81,80,-7,11.25,0.75
61,85,88,89,81,81,-7,11.25,0.75
65,79,83,89,81,79,-7,11.25,0.75
67,79,83,89,81,81,-7,11.25,0.75
67,79,83,89,81,85,-7,11.25,0.75
67,79,83,89,81,79,-7,11.25,0.75
61,85,82,89,81,79,-7,11.25,0.75
67,85,82,89,81,79,-7,11.25,0.75
59,85,88,83,81,85,-7,11.25,0.75
66,80,88,83,81,80,-7,11.25,0.75
66,80,88,84,81,86,-7,11.25,0.75
61,80,83,83,81,86,-7,11.25,0.75
61,80,87,83,81,85,-7,11.25,0.75
66,80,87,88,81,81,-7,11.25,0.75
66,79,82,88,81,81,-7,11.25,0.75
66,79,82,83,81,81,-7,11.25,0.75
61,79,88,83,81,81,-7,11.25,0.75
67,85,88,83,81,77,-7,11.25,0.75
67,85,88,83,81,77,-7,11.25,0.75
66,80,89,83,81,77,-7,11.25,0.75
66,80,89,83,81,77,-7,11.25,0.75
66,80,89,83,81,77,-7,11.25,0.75
66,80,89,84,81,80,-7,11.25,0.75
66,85,83,84,81,77,-7,11.25,0.75
66,85,83,84,81,80,-7,11.25,0.75
66,85,84,91,81,84,-7,11.25,0.75
65,85,84,91,81,84,-7,11.25,0.75
65,80,84,89,81,79,-7,11.25,0.75
66,80,90,90,81,79,-7,11.25,0.75
65,83,90,90,81,78,-7,11.25,0.75
61,80,90,90,81,78,-7,11.25,0.75
67,80,84,90,81,86,-7,11.25,0.75
67,80,83,84,81,86,-7,11.25,0.75
61,79,83,84,81,88,-7,11.25,0.75
68,86,83,84,81,82,-7,11.25,0.75
68,86,85,84,81,82,-7,11.25,0.75
66,78,84,89,81,79,-7,11.25,0.75
62,86,84,89,81,79,-7,11.25,0.75
62,86,84,84,81,78,-7,11.25,0.75
68,86,84,84,81,80,-7,11.25,0.75
61,80,84,84,81,79,-7,11.25,0.75
65,80,83,89,81,84,-7,11.25,0.75
61,86,83,89,81,81,-7,11.25,0.75
66,86,83,89,81,81,-7,11.25,0.75
66,79,83,89,81,80,-7,11.25,0.75
66,79,83,85,81,84,-7,11.25,0.75
66,86,89,85,81,80,-7,11.25,0.75
61,80,87,82,81,87,-7,11.25,0.75
61,80,87,82,81,85,-7,11.25,0.75
61,82,83,82,81,80,-7,11.25,0.75
61,88,83,84,81,80,-7,11.25,0.75
61,88,81,84,81,79,-7,11.25,0.75
61,81,83,84,81,79,-7,11.25,0.75
66,81,83,85,81,79,-7,11.25,0.75
61,81,83,85,81,79,-7,11.25,0.75
66,81,90,85,81,84,-7,11.25,0.75
66,80,90,85,81,84,-7,11.25,0.75
66,80,82,85,81,84,-7,11.25,0.75
61,80,82,85,81,80,-7,11.25,0.75
61,87,82,87,81,80,-7,11.25,0.75
61,85,82,87,81,77,-7,11.25,0.75
61,83,84,85,81,77,-7,11.25,0.75
62,83,84,84,81,78,-7,11.25,0.75
66,83,89,86,81,78,-7,11.25,0.75
67,81,89,86,81,78,-7,11.25,0.75
67,79,89,86,81,79,-7,11.25,0.75
67,80,84,88,81,84,-7,11.25,0.75
67,80,84,88,81,84,-7,11.25,0.75
67,80,84,91,81,78,-7,11.25,0.75
67,80,89,85,81,78,-7,11.25,0.75
61,79,88,85,81,78,-7,11.25,0.75
67,85,82,84,81,78,-7,11.25,0.75
61,85,82,86,81,79,-7,11.25,0.75
61,85,82,88,81,79,-7,11.25,0.75
67,85,82,84,81,79,-7,11.25,0.75
66,85,89,89,81,79,-7,11.25,0.75
61,85,89,89,81,83,-7,11.25,0.75
62,85,88,89,81,78,-7,11.25,0.75
62,86,88,85,81,78,-7,11.25,0.75
61,86,90,83,81,81,-7,11.25,0.75
67,80,90,87,81,81,-7,11.25,0.75
67,80,90,88,81,86,-7,11.25,0.75
67,80,82,84,81,84,-7,11.25,0.75
61,80,82,85,81,84,-7,11.25,0.75
61,80,82,89,81,80,-7,11.25,0.75
67,84,82,83,81,85,-7,11.25,0.75
61,80,82,83,81,85,-7,11.25,0.75
67,80,90,86,81,77,-7,11.25,0.75
61,80,90,86,81,77,-7,11.25,0.75
61,80,90,85,81,77,-7,11.25,0.75
61,80,90,85,81,77,-7,11.25,0.75
61,79,90,85,81,77,-7,11.25,0.75
61,85,82,89,81,84,-7,11.25,0.75
67,79,82,89,81,84,-7,11.25,0.75
67,79,89,85,81,84,-7,11.25,0.75
61,79,82,85,81,80,-7,11.25,0.75
66,80,88,85,81,78,-7,11.25,0.75
66,86,82,85,81,78,-7,11.25,0.75
67,86,88,85,81,78,-7,11.25,0.75
67,86,89,84,81,78,-7,11.25,0.75
67,86,89,84,81,78,-7,11.25,0.75
67,80,89,84,81,78,-7,11.25,0.75
67,80,89,86,81,78,-7,11.25,0.75
61,80,89,86,81,78,-7,11.25,0.75
61,80,87,86,81,78,-7,11.25,0.75
61,84,83,86,81,90,-7,11.25,0.75
68,80,83,86,81,90,-7,11.25,0.75
67,81,81,83,81,90,-7,11.25,0.75
68,79,83,83,81,90,-7,11.25,0.75
68,82,82,83,81,78,-7,11.25,0.75
61,79,82,83,81,79,-7,11.25,0.75
67,79,82,88,81,79,-7,11.25,0.75
61,79,82,88,81,78,-7,11.25,0.75
67,82,83,88,81,78,-7,11.25,0.75
61,82,83,87,81,86,-7,11.25,0.75
67,82,83,87,81,86,-7,11.25,0.75
